Sl_No,CIN,Company_Name,Triggered_By,NCLT_Bench,Defunct,Date_Insolvency_Commencement,Date_Resolution_Order,Total_Admitted_Claims,Admitted_Claims_FC,Admitted_Claims_OC,Liquidation_Value,Realisable_FC,Realisable_OC,Liquidation_Flag
498,U45201CT2008PTC020909,R K Jain Construction India Private Limited,FC,Cuttack,Yes,2019-10-03,2022-07-27,46.48,34.54,11.94,14.77,20.3,0.2,0
499,U52100TN2011PTC080697,Victory Vision Home Appliances Private Limited,CD,Chennai,Yes,2019-11-13,2022-07-01,3.54,1.53,2.01,1.12,0.61,0.03,0
500,U74999DL2009PLC197265,Patna Highway Projects Limited,FC,New Delhi,No,2020-01-03,2022-05-10,1312.62,1311.81,0.81,329.87,930.55,0.81,0
501,U80301AS2010PTC010166,Concept Eduventures Private Limited,OC,Guwahati,Yes,2020-02-26,2022-03-24,2.81,0.57,2.24,0.71,0.45,0.35,0
502,U45400WB2013PTC189703,Starlite Infracon Private Limited,FC,Kolkata,No,2020-03-16,2022-07-06,23.7639078,22.393917,1.3699908,0.01995,20.4611397,0.0344,0
503,U25209GJ2004PLC044396,Sterling Lam Limited,OC,Ahmedabad,Yes,2020-11-10,2022-06-29,26.8,17.03,9.77,7.82,6.41,0.01,0
504,U51100GJ1989PLC012428,Surya Exim Limited,FC,Ahmedabad,No,2021-02-03,2022-07-01,345.86,253.61,92.25,33.21,42.6,0.26,0
505,U45400TN2013PTC090982,Landmark Housing Projects Chennai Private Limited,OC,Chennai,No,2021-04-29,2022-06-27,79.0005211,77.5243793,1.4761418,202.77,77.5243793,1.48,0
506,U27109WB1996PLC082138,Msp Metallics Limited,FC,Kolkata,No,2021-11-25,2022-07-11,2714.734554053,2673.5825906,41.151963453,347.02835475,499.54,0.4582141,0
507,U40105UP2009PLC038216,South East U. P. Power Transmission Company Limited,FC,Allahabad,No,2020-07-16,2022-06-15,4406.2300000000005,4295.05,111.18,1496.3,3251,0,0
508,L31300GJ1992PLC018198,Diamond Power Infrastructure Limited,FC,Ahmedabad,Yes,2018-08-24,2022-06-20,3270.5483224,2362.7662338,907.7820886,364.53,473.6,7.4,0
509,U21012DL1984PLC128665,Sikka Papers Limited,FC,New Delhi,Yes,2019-04-24,2022-04-01,206.697601,206.1855115,0.5120895,8.35295,8.14,0.01,0
510,U21010GJ2005PTC046207,K K Kadri Paper Mills Private Limited,FC,Ahmedabad,No,2019-07-25,2022-02-15,50.151587,44.5174964,5.6340906,6.382,5.4987693,0.1658867,0
511,U74899DL1995PTC067016,Delhi Baroda Road Carrier Private Limited,FC,New Delhi,No,2019-09-24,2022-02-21,374.1604956000001,369.8104956,4.35,58.29,62.6491436,0.2576636,0
512,U27310MH2008PTC289939,Varron Aluminiumm Private Limited,OC,Mumbai,No,2019-11-06,2022-01-19,2292.53049,1885.382847,407.147643,27.4810465,27.25,0,0
513,U45203MH2008PLC185941,Rajahmundry Godavari Bridge Limited,FC,Mumbai,No,2020-02-27,2022-08-10,985.1180319,923.5080756,61.6099563,372.77491,412,9.748947,0
514,U27109GJ2012PTC070100,Vicor Stainless Private Limited,OC,Ahmedabad,No,2020-03-12,2022-07-26,16.6188011,16.1872924,0.4315087,4.572342,6.32,0.03,0
515,U17120GJ2012PTC069614,Mataji Dyeing Mills Private Limited,OC,Ahmedabad,No,2020-10-07,2022-08-05,10.5352002,9.780212,0.7549882,6.1292272,6.1572677,0.0377494,0
516,U34300MP1999PTC013302,Rajpal Abhikaran Private Limited,OC,Ahmedabad,Yes,2021-03-26,2022-08-25,113.9470691,99.0351717,14.9118974,18.39155,22.31,0,0
517,U24139AS2005PTC007734,Megha Granules Private Limited,FC,Guwahati,No,2021-05-05,2022-08-12,198.6751331,198.1151331,0.56,15.6993698,17.1,0.15,0
518,U27130MH1990PTC058010,Monarch Multilayers Private Limited,FC,Mumbai,No,2021-08-04,2022-08-02,17.0118325,15.2637351,1.7480974,3.397388,4.21,0.09,0
519,U74110TG1985PTC005704,Unicorn Organics Limited,CD,Hyderabad,Yes,2021-08-13,2022-07-29,0.01,0.0,0.01,1.3664706,0,0.01,0
520,U01111AS2015PTC012154,Navya Agro Products Private Limited,CD,Guwahati,No,2021-08-26,2022-08-12,7.3076359,6.1539943,1.1536416,2.2155727,2.86,0.06,0
521,L51900DL1984PLC019624,DHSL Textiles (India) Limited,OC,New Delhi,Yes,2021-10-04,2022-08-17,1.2151098,0.0,1.2151098,0.01225,0,0.685,0
522,U27209TN1983PTC010225,Neptune Inflatables Limited,FC,Chennai,Yes,2022-02-01,2022-06-27,0.0540876,0.0,0.0540876,0.24,0,0.0540876,0
523,U27310AP2009PTC064801,Laxme Saai Steel Private Limited,FC,Amaravati,Yes,2022-01-18,2022-08-16,30.5137266,16.4661168,14.0476098,4.20605,10.87,0.8961239,0
524,U45201GJ2011PTC067426,NRS Projects Private Limited,FC,Ahmedabad,No,2019-07-25,2022-08-30,104.0492,72.64,31.4092,26.7,72.64,0.35,0
525,U51900GJ1994PLC093306,B D Overseas And Fiscal Services Limited,OC,Ahmedabad,Yes,2020-01-20,2022-09-20,21.2927509,21.2927509,0.0,4.2743,4.05,0,0
526,L15143MP1992PLC007090,Divya Jyoti Industries Limited,FC,Indore,Yes,2020-12-04,2022-07-08,49.5635361,47.3383568,2.2251793,11.9572878,14.85,0,0
527,U27100GJ2010PLC081572,ALM Metals And Alloys Limited,OC,Ahmedabad,Yes,2021-04-05,2022-07-13,18.292545,10.1126605,8.1798845,2.3491781,2.38,0,0
528,U24299DL1999PTC099429,Flora Dyeing House Private Limited,OC,New Delhi,Yes,2021-04-07,2022-09-20,25.9276796,18.2433483,7.6843313,8.9524669,7,0.05,0
529,U17232AP1994PTC018828,Sri Lakshmi Srinivasa Jute Mills Private Limited,OC,Amaravati,No,2022-03-16,2022-09-01,212.1397771,24.6016724,187.5381047,21.4131241,13.0579734,8.2085512,0
530,L51101GJ2009PLC057954,Sysco Industries Limited,FC,Ahmedabad,Yes,2021-09-08,2022-07-01,105.5348048,102.7695608,2.765244,14.911922,16.40971,0.3231,0
531,U45200DL2006PTC156384,Shubhkamna Buildtech Private Limited,OC,New Delhi,Yes,2018-11-26,2022-09-12,718.0962083,613.6086045,104.4876038,82.6447618,342.22,44.4335258,0
532,U24230MH1997PTC105930,Shreechem Pharmaceuticals Private Limited,OC,Mumbai,No,2019-05-08,2022-08-12,121.0130449,64.824674,56.1883709,14.29,15,0.562,0
533,U27205GJ2016PTC092510,H M Industrial Private Limited,OC,Ahmedabad,Yes,2019-06-07,2022-09-20,143.6001075,126.1454554,17.4546521,29.8820118,31.2625,0.25,0
534,L72200TG1987PLC048874,SQL Star International Limited,FC,Hyderabad,Yes,2019-07-08,2021-08-27,11.3034697,2.17,9.1334697,0,0.1,0.000497,0
535,U50300JH2005PTC011601,Omni Auto Tech Private Limited,OC,Kolkata,Yes,2019-08-01,2022-07-18,0.6131407,0.0,0.6131407,1.2982834,0,0.6131407,0
536,U10200WB1975PLC029830,Imeco Limited,FC,Kolkata,Yes,2019-08-29,2022-07-15,85.40454869999999,82.0799732,3.3245755,1.0052255,3.8178995,0.0421005,0
537,U20101WB1997PTC085819,Sri Balaji Forest Products Private Limited,FC,Kolkata,Yes,2019-10-18,2022-07-04,245.3277096,245.2508581,0.0768515,25.7022157,26,0,0
538,U24110MH2004PLC146040,Lakeland Chemicals (India) Limited,OC,Mumbai,No,2019-10-23,2022-09-19,223.1017659,188.9804634,34.1213025,16.1170987,32.56,1.33,0
539,U40109WB2013PLC197173,India Power Corporation (Bodhgaya) Limited,OC,Kolkata,Yes,2019-11-08,2022-07-18,238.6822009,231.3772407,7.3049602,66.8151,0.2,0.0730496,0
540,U24232TG2007PTC056228,Leesa Lifesciences Private Limited,FC,Hyderabad,Yes,2020-01-28,2022-10-18,40.975343900000006,40.377861,0.5974829,11.5527972,13.83,0.03,0
541,U15141PB1993PTC013005,J  J Solvex Private Limited,OC,Chandigarh,Yes,2020-02-10,2022-07-08,36.7798853,27.572517,9.2073683,3.19725,2.52,0.0201,0
542,U63022PN2003PTC018082,Tuljabhavani Cold Storage Private Limited,FC,Mumbai,No,2020-02-24,2022-09-12,11.9844218,10.743324,1.2410978,9.7052228,5.8477323,0.1,0
543,L92199DL1991PLC042611,Jain Studios Limited,FC,New Delhi,Yes,2020-02-26,2022-07-18,587.4314023999999,576.1941357,11.2372667,8.6286,8.8209175,0.4,0
544,U17219GJ2006PTC049463,Dhanurdhar Processors Private Limited,OC,Ahmedabad,No,2020-06-05,2022-08-24,79.0809393,61.8446699,17.2362694,59.28,48.28,2.15,0
545,L11101MH1979PLC021302,Dolphin Offshore Enterprises (India) Limited,OC,Mumbai,Yes,2020-07-16,2022-09-29,1078.8283524,142.611681,936.2166714,19.0824247,23.3295773,1.8197301,0
546,U20200GJ2008PTC052872,CLS Industries Private Limited,FC,Ahmedabad,Yes,2020-09-02,2022-08-03,31.8881989,23.8651063,8.0230926,4.1338557,4.155,0,0
547,L27104MH1985PLC035806,Uttam Galva Steels Limited,FC,Mumbai,No,2020-10-01,2022-10-14,11532.5572604,9338.1394732,2194.4177872,2114.785,3472,228,0
548,U15136MH1995PLC088963,Himadri Foods Limited,OC,Mumbai,No,2020-12-09,2022-10-07,81.0632543,54.4746771,26.5885772,24.71825,33.55,0.35,0
549,U45202MH2008PTC186842,HBS Seaview Private Limited,OC,Mumbai,No,2021-08-05,2022-10-07,505.6435211,505.6435211,0.0,12.8002957,146.8525762,0.358418,0
550,U17119GJ1988PLC010430,Jay Bharat Fabrics Mills Limited,FC,Ahmedabad,No,2021-09-13,2022-07-18,0.4002557,0.3990757,0.00118,0.0187768,0.189561,8.85e-05,0
551,U45203TN2008PLC069210,L And T Halool Shamlaji Tollway,FC,Chennai,No,2019-07-19,2022-08-26,674.9627055000001,605.2190616,69.7436439,473.87,508.9756356,3.9743644,0
552,U17299HR1996PTC044700,Gupta Exim India Private Limited,FC,Chandigarh,No,2019-10-29,2022-11-14,670.1172498,639.5596343,30.5576155,84.70593485,101.78607,1.4694462,0
553,U21000KL2009PTC024730,Nui Pulp And Paper Industries Private Limited,OC,Chennai,Yes,2019-11-07,2022-05-05,25.209632900000003,19.3855928,5.8240401,12.1639786,5.1443555,0.0840916,0
554,U07010KA2005PTC035372,Arun Shelters Private Limited,FC,Bengaluru,Yes,2020-01-31,2022-11-04,42.6151905,40.3133222,2.3018683,77.5923094,52.0405493,0.9243564,0
555,U45400DL2009PTC197467,Straight Edge Contracts Private Limited,OC,New Delhi,No,2020-02-26,2022-10-13,18.075115,13.7126351,4.3624799,0.6977582,0.4113791,0.1229442,0
556,U15499KL2009PTC024969,Tierra Food India Private Limited,CD,Kochi,No,2021-02-03,2022-04-04,17.1428106,13.461382,3.6814286,5.18,11.208742,0.7341,0
557,U01542KA1995PLC048389,Manali Sugars Limited,FC,Bengaluru,No,2021-03-22,2022-10-18,324.3665916,321.7897846,2.576807,60.3917119,68.2901025,0.1689117,0
558,U72900MH2015PTC264331,Omapal Technologies Private Limited,OC,Mumbai,Yes,2021-08-31,2022-10-19,5.0027825,4.1825018,0.8202807,0.5751751,2.4168113,0.06,0
559,U74999GJ2012PTC115091,Bacon Vanijya Private Limited,FC,Ahmedabad,No,2021-09-20,2022-11-02,5.45,5.45,0.0,0.05250845,0.13,0,0
560,U17124RJ1985PTC003437,Baldva Textiles Private Limited,OC,Jaipur,No,2021-11-11,2022-11-09,25.2818014,19.5693893,5.7124121,6.03365,7.705505,0.404495,0
561,U45202DL2003PTC118764,S N Jee Build Well Private Limited,FC,New Delhi,Yes,2021-01-07,2022-11-25,248.5768714,248.5768714,0.0,15.3635984,51.3626881,0,0
562,U27100AP2008PTC060252,Sai Balaji Sponge Iron India Private Limited,FC,Amaravati,No,2022-01-05,2022-09-14,173.1203178,67.2604388,105.859879,13.1786462,35.2927872,0.2646498,0
563,U18209TG1959PTC000833,U Foam Private Limited,CD,Hyderabad,No,2018-12-26,2021-08-12,56.0297239,40.5884,15.4413239,19.0173966,18.7,4.0983139,0
564,L17116AP1993PLC016428,Sarita Synthetics And Industries Limited,FC,Amaravati,No,2019-10-01,2022-11-21,181.6273123,179.6480791,1.9792332,8.3133471,17.54,0.2,0
565,AAA0463,Indian Home Variations & Distributions Llp,OC,Mumbai,Yes,2019-12-11,2022-11-18,37.8470504,22.3841927,15.4628577,1.05,0.4649697,0.03,0
566,L35110GJ1997PLC033193,Reliance Naval And Engineering Limited,FC,Ahmedabad,No,2020-01-15,2022-12-23,12883.8129711,12512.8422894,370.9706817,1350.8190637,2040,3.08,0
567,U18101TZ2010PTC015783,Classic Knits India Private Limited,OC,Chennai,No,2020-02-03,2022-11-09,67.33187840000001,62.4257028,4.9061756,14.3220798,14.61,0.8,0
568,U15123KL2017PTC047837,Nambudirisons Agro Foods India Private Limited,OC,Kochi,Yes,2020-11-26,2021-12-31,5.3796352,2.860913,2.5187222,0.7572148,0.4773,0.025125,0
569,L51909TN1955PLC002431,Sical Logistics Limited,OC,Chennai,No,2021-03-10,2022-12-08,1675.8245846,1561.3343534,114.4902312,351.8797767,470.1425751,6.7533117,0
570,U52399GJ1998PLC034605,Care Office Equipment Private Limited,OC,Ahmedabad,Yes,2019-05-29,2022-12-20,138.3610007,117.3469651,21.0140356,9.9677134,9.214624,0.137876,0
571,U55101GJ2011PLC068108,Mayfair Leisures Limited,FC,Ahmedabad,Yes,2020-06-02,2022-12-13,96.0734704,95.0719466,1.0015238,39.6556127,54.2,0.1,0
572,L32100GJ1992PLC017564,Mangalya Soft-Tech Limited,OC,Ahmedabad,Yes,2021-03-15,2022-09-27,0.1431557,0.0,0.1431557,0.0015,0,0.1956557,0
573,U15135WB2008PTC122942,Synergy Kitchens And Hospitality Private Limited,OC,Kolkata,No,2021-11-25,2022-11-29,17.3421545,6.9234074,10.4187471,4.8467165,4.8619318,0.3380682,0
574,U40105TG2008PLC058638,Ind-Barath Energy (Utkal) Limited,FC,Hyderabad,Yes,2018-08-29,2022-07-25,5508.1405117,5137.2247393,370.9157724,921.55,970.215883,17.1190164,0
575,U26920GJ2005PLC045383,Swastik Ceracon Limited,OC,Ahmedabad,No,2019-01-15,2022-06-20,260.2203568,116.6398197,143.5805371,56.778022,53.95395,0.2,0
576,L27209KA1981PLC004343,Bhuwalka Steel Industries Limited,OC,Bengaluru,Yes,2019-04-08,2022-06-24,750.7032012,508.9790639,241.7241373,91.25,94,0,0
577,U74899DL1999PLC098882,Kannu Aditya (India) Limited,FC,New Delhi,No,2019-05-22,2022-10-21,354.9780463,339.1856223,15.792424,15.1463457,17,0.01,0
578,U27106PN2004PTC019639,Shree Siddhi-Vinayak Ispat Private  Limited,OC,Mumbai,Yes,2019-10-14,2022-12-23,644.9530187,503.9147126,141.0383061,3.1214473,4.78,0.05,0
579,U40101HP2001PTC028999,Luni Power Company Private Limited,FC,Chandigarh,Yes,2019-12-23,2022-04-19,35.9456393,34.9282069,1.0174324,13.49855,7.0457693,0,0
580,L74950DD2005PLC003775,Radha Madhav Corporation Limited,OC,Ahmedabad,No,2020-10-22,2022-08-01,573.8211501000001,533.6410878,40.1800623,57.843528,36,1.3240054,0
581,U45201DL2005PTC136781,Aryavir Buildcon Private Limited.,FC,New Delhi,Yes,2020-12-17,2022-11-23,59.1790641,57.774702,1.4043621,65.8127103,57.774702,1.6343621,0
582,U11101MH2008PTC183100,IGOPL Offshore Private Limited,CD,Mumbai,No,2021-01-15,2022-11-11,90.1604467,50.4237123,39.7367344,22.8697925,50.4237123,3.4030875,0
583,U51420MH1990PTC056580,Globecon Commercial Services Private Limited,OC,Mumbai,Yes,2021-01-25,2021-11-23,3.8444669,1.0472063,2.7972606,0.2321238,0.032058,0.2241865,0
584,U85110MH2006PTC161832,Khubchandani Hospitals Private Limited,FC,Mumbai,Yes,2021-10-06,2022-11-10,218.2995009,187.9709055,30.3285954,90.2571243,99.7,0.3,0
585,U51109PB1999PTC023005,Rchem Industries Private Limited,OC,Chandigarh,Yes,2021-10-06,2022-12-22,16.9232309,3.749656,13.1735749,1.6024,2.55,0.3643255,0
586,U93090PN2010PTC137989,Empirical Medi Solutions Private Limited,FC,Mumbai,Yes,2022-04-20,2022-12-16,13.3623901,13.3623901,0.0,0.1084975,0.0946739,0,0
587,U45400MH2014PTC256188,Radius Estates and Developers Private Limited,FC,Mumbai,No,2021-04-30,2023-01-09,3027.9551477,2724.5578423,303.3973054,11.86596,704.8971333,1.5189094,0
588,U45201WB2003PTC096237,Dagcon (India) Private Limited,FC,Kolkata,Yes,2019-11-20,2023-01-09,255.5606058,158.1796126,97.3809932,1.364525,5.2737301,0.05,0
589,U70101DL2005PTC143424,Pawan Doot Estate Private Limited,FC,New Delhi,No,2019-05-10,2023-01-18,837.073732,837.0708,0.002932,10.6159745,14.097062,0.002932,0
590,U27106GA1998PTC002516,Srithik Ispat Private Limited,OC,Mumbai,Yes,2019-09-30,2023-01-11,47.2559555,32.6364,14.6195555,8.0301371,8.2,0.4,0
591,U01409WB2005PTC105500,Amrit Agrovet Provate Limited,OC,Kolkata,Yes,2020-03-12,2023-01-09,19.6289393,19.6289393,0.0,0.52285,1.36,0,0
592,U15122MH2011PTC213748,Perfect Industries Private Limited,FC,Mumbai,Yes,2020-06-10,2023-01-11,183.0834313,183.0334313,0.05,11.6316263,11.65,0.05,0
593,L36100GJ2013PLC077651,Bansal Multiflex Limited,OC,Ahmedabad,Yes,2020-12-18,2022-05-31,1.3103958,1.1631253,0.1472705,0,0.1257708,0.0215899,0
594,U29220TN2008PTC067661,Harsha Exito Engineering Private Limited,OC,Chennai,No,2021-03-24,2023-01-12,56.5285368,30.1358186,26.3927182,44.9823345,28.3774814,2.8095327,0
595,U14101KL1994PTC008334,Orma Marble Palace Private Limited,FC,Kochi,No,2021-04-09,2022-12-23,15.3577474,14.4623791,0.8953683,28.6891114,5.6,0.8953683,0
596,U21012AP2006PTC049919,Sindhura Paper Private Limited,OC,Amaravati,Yes,2022-03-07,2022-12-15,123.0809787,90.3879328,32.6930459,44.3542539,40.05,0.334021,0
597,U28994GJ2017PTC097029,Superchem Coatings Private Limited,OC,Ahmedabad,No,2021-12-07,2022-12-20,0.7983139,0.2509684,0.5473455,0.5865075,0.2509684,0.2590316,0
598,U85110TN2007PTC064072,Vasan Health Care Private Limited,OC,Chennai,No,2017-04-21,2023-02-03,2176.4397915,1415.7070659,760.7327256,115.18,256.4852094,78.0747906,0
599,U99999MH1995PLC131152,Kail Limited,OC,Mumbai,No,2018-06-08,2023-01-12,2333.0898199000003,2057.4,275.6898199,51.7451803,125.0578069,14.2006588,0
600,U45201MH2006PTC161673,Aarti Infra-Projects Private Limited,CD,Mumbai,No,2019-05-01,2023-02-03,176.31978370000002,43.7718412,132.5479425,2.8208,13.3,0.3,0
601,U17210HR2012PTC046172,Anand Tex India Private Limited,FC,Chandigarh,No,2019-11-29,2023-01-20,49.4571957,48.4587957,0.9984,9.0083616,10.75,0.27,0
602,U27107GJ2007PTC049708,Sona Alloys Private Limited,OC,Ahmedabad,Yes,2020-06-16,2023-02-06,2200.7663297,1893.5155655,307.2507642,278.79141,554.85,2.1562185,0
603,U45203MH2010PTC202797,Topworth Tollways (Ujjain) Private Limited,FC,Mumbai,No,2020-10-09,2023-02-09,266.36328960000003,205.99,60.3732896,39.4428123,42.4322,0.6777896,0
604,U74999MH2007PLC171246,Digicable Network (India) Limited,FC,Mumbai,No,2020-12-04,2023-01-12,924.3242159,907.8037546,16.5204613,246.6694758,200,1.3759,0
605,U05005MH1996PTC104461,Dolphin Marine Foods and Processors (India) Private Limited,FC,Mumbai,No,2021-08-03,2023-01-19,16.7957466,13.4647273,3.3310193,16.9896839,14.4647273,3.5810193,0
606,U17111MH1995PTC205912,Ammanarul Spinners Private Limited,FC,Mumbai,No,2021-08-12,2023-02-09,43.4481808,38.5878793,4.8603015,9.2445,13.01,0.12,0
607,U51909GJ2013PTC076856,Shubhmangal Exim Private Limited,OC,Ahmedabad,Yes,2021-09-20,2023-02-08,24.3419616,21.696824,2.6451376,0,1.5475,0.0025,0
608,U17119GJ2002PTC040800,Shreebhav Polyknits Private Limited,FC,Ahmedabad,No,2021-09-27,2023-02-07,40.0716409,40.0716409,0.0,11.1162611,13.2125,0.0725,0
609,U51909AS2005PTC007678,Byrnihat Coal Private Limited,CD,Guwahati,Yes,2022-04-01,2023-02-10,7.2176399,7.2176399,0.0,2.1411216,2.49,0,0
610,L26942AP1936PLC002379,Andhra Cements Limited,FC,Amaravati,Yes,2022-04-26,2023-02-16,1708.4182623000002,1356.2208874,352.1973749,708.2015432,725.8933418,17.6194523,0
611,U74899DL1992PLC051038,Veekay Polycoats Limited,FC,New Delhi,No,2019-03-01,2023-01-25,252.6098638,232.4864249,20.1234389,61.9629076,62,1.11,0
612,U15129KA2016PLC094308,Maylari Agro Products Limited,OC,Bengaluru,Yes,2021-03-08,2023-02-15,13.4180347,6.0673164,7.3507183,4.74,4.5993,0.0178405,0
613,U45200PN2008PTC132140,DSK Southern Projects Private Limited,FC,Mumbai,No,2021-12-09,2023-02-17,96.6256719,96.6256719,0.0,29.9090226,27.99,0.01,0
614,U67120DL1980PLC010758,Stellar Investments Limited,OC,New Delhi,Yes,2022-02-24,2023-02-17,1.3841573,0.0,1.3841573,0.0405028,0,1.3841573,0
615,L28999WB1943PLC133247,Mcnally Sayaji Engineering Limited,FC,Kolkata,No,2021-02-11,2023-02-24,412.0659575,336.9048466,75.1611109,151.00981,175.6148,1.3799233,0
616,U27100TG2011PTC072228,Hindustan Magnesium Products Private Limited,FC,Hyderabad,No,2022-04-19,2023-02-17,15.6890463,13.8393944,1.8496519,1.3463034,0.5358203,0.2296499,0
617,U27209DL1983PTC015878,Crown Realtech Private Limited,FC,New Delhi,No,2019-12-06,2023-02-21,227.3165015,224.4997951,2.8167064,156.5192559,185.2373612,1.4238768,0
618,U41000DL1992PLC047372,SMS Paryavaran Limited,FC,New Delhi,No,2020-01-03,2023-02-21,154.6973279,140.5505434,14.1467845,25.4989617,30.51,0.69,0
619,U29246DL1997PTC286637,Maini Construction Equipments Private Limited,OC,New Delhi,No,2017-06-01,2023-02-27,17.1923134,12.6,4.5923134,6.14,9.83,0.4592313,0
620,U55101DL2010PTC203992,Brys Hotels Private Limited,FC,New Delhi,Yes,2019-03-18,2023-03-09,81.6136237,81.0845974,0.5290263,47.835861,61.7,0.02,0
621,U27106TZ2006PTC013183,Srivari Alloys India Private Limited,OC,Chennai,Yes,2019-07-16,2022-11-09,17.6355,16.0591,1.5764,3.1622,3.25,0.0788325,0
622,U15421MH2007PLC174599,Gangakhed Sugar & Energy Limited,FC,Mumbai,No,2019-10-10,2023-02-17,936.6117216,854.8198735,81.7918481,192.415,299.8610047,4.1389953,0
623,U19129TN1999PTC043226,NAG (India) Private Limited,FC,Chennai,Yes,2020-01-06,2022-11-09,36.8836,31.5453,5.3383,3.8428,3.3932336,0.1068,0
624,U27320PN2007PTC129726,K & K Foundry Private Limited,OC,Mumbai,No,2020-03-20,2023-03-02,41.0691737,26.9340829,14.1350908,5.9139384,22.54,1.0900739,0
625,U25199GJ2007PLC051364,Sintex-BAPL Limited,OC,Ahmedabad,No,2020-12-18,2023-03-17,3266.1691163,3150.5995907,115.5695256,1207.6335051,1243.3241773,7.6758227,0
626,U70101RJ2009PTC030504,Hyper Techno Buildmart Private Limited,FC,Jaipur,Yes,2021-12-23,2023-03-17,12.1721098,10.2667841,1.9053257,2.77,3.7666906,0.1733094,0
627,L27102OR2006PLC008594,OCL Iron and Steel Limited,FC,Cuttack,No,2021-09-20,2023-03-20,3240.0429927,2250.7597114,989.2832813,471.93,262.6,8.421,0
628,U72900MH2008PTC186380,Shop CJ Network Private Limited,OC,Mumbai,Yes,2022-01-19,2023-03-21,13.1640835,0.0511798,13.1129037,3.3464227,0.0511798,7.9488202,0
629,L45203UP2007PLC033119,Jaypee Infratech Limited,FC,Allahabad,No,2017-08-09,2023-03-07,23083.27,22618.95,464.32,17766.759864,20362.82,0.4,0
630,U24290DN2008PLC000287,JBF Petrochemicals Limited,FC,Ahmedabad,Yes,2022-01-28,2023-03-13,5628.0426285,4915.1578878,712.8847407,1616.6324413,2000.3040846,49.3365642,0
631,U40106UR2006PTC032559,Lanco Mandakini Hydro Energy Private Limited,FC,Allahabad,No,2020-06-11,2023-03-23,1313.0925615,1311.5129322,1.5796293,123.6,149.6293089,2.6487795,0
632,U35911TN1999PTC042573,UCAL Auto Private Limited,OC,Chennai,No,2021-06-04,2023-03-22,45.2278189,25.7497187,19.4781002,11.3025,25.2587958,0.0194781,0
633,L31300TG1992PLC013772,G.R.Cables Limited,OC,Hyderabad,No,2022-03-08,2023-03-24,70.88533149999999,70.2756517,0.6096798,6.6046553,14.457805,0.012195,0
634,U63040MH2012PTC226986,Grand Vacations Private Limited**,FC,Mumbai,,2022-04-12,2023-03-21,,,,,,,0
635,L18100TG1993PLC015268,LN Industries India Limited,OC,Hyderabad,No,2022-07-01,2023-03-24,8.9106682,8.6348945,0.2757737,0.0052303,1.6112243,0.2757737,0
636,U52100MH2013PTC246227,Provogue Personal Care Private Limited,FC,Mumbai,Yes,2019-09-26,2023-03-31,9.2598379,7.8137435,1.4460944,0.86343505,1.04,0.01,0
637,L25200MH1989PLC054503,Infra Industries Limited,OC,Mumbai,Yes,2019-12-12,2023-03-21,14.8142313,6.4824134,8.3318179,3.4653333,2.2517832,0.6258081,0
638,U70100MH1988PTC047822,Anudan Properties Private Limited,FC,Mumbai,Yes,2021-03-15,2023-03-29,237.001578,207.4977485,29.5038295,27.922197,67.1534956,2.6,0
639,U52209KL2005PTC018723,Foodco Delicacies India Private Limited,FC,Kochi,No,2022-03-24,2023-03-31,39.1835664,17.7501481,21.4334183,6.5364915,7,7.8017354,0
640,U45203PY2006PTC001945,Karaikal Port Private Limited,FC,Chennai,No,2022-04-29,2023-03-31,2977.6661581,2959.2925467,18.3736114,822.18015,1580,3.0653357,0
641,U27201RJ1995PTC011117,Airen Metals Pvt Ltd,FC,Jaipur,Yes,2022-04-28,2023-03-31,246.8074948,245.9055726,0.9019222,37.767458,51.2287,0.0254701,0
642,U70200DL2010PTC203764,Boulevard Projects Private Limited,FC,New Delhi,Yes,2019-02-08,2023-02-27,2130.1465674,1330.936776,799.2097914,284,760.7664,367.6228,0
643,U36998WB2003PTC096317,Zenith Finesee (India) Private Limited,FC,Kolkata,No,2019-11-20,2023-02-22,114.2062612,106.1886445,8.0176167,2.5279822,1.5379,0.0404,0
644,U31200GA1992PLC001969,Karthik Alloys Limited,OC,Mumbai,No,2019-12-17,2023-03-03,118.6694481,62.9226917,55.7467564,14.5539382,19.047,0.501,0
645,U15201PN2003PTC017695,Vaishno Devi Food Products Private Limited,OC,Mumbai,Yes,2020-10-27,2023-03-31,122.9654012,85.2874451,37.6779561,17.386,17.7119492,2.9980505,0
646,L27109TG1989PLC010654,Sathavahana Ispat Ltd,OC,Hyderabad,No,2021-07-28,2023-03-31,1853.8066596,1747.137869,106.6687906,342.485508,672.2182726,21.3893432,0
647,U51220MH2004PTC148269,Trimurti Foodtech Private Limited,FC,Mumbai,No,2021-08-11,2023-03-31,44.1430713,28.0428704,16.1002009,14.7222401,16.0656927,1.7745104,0
648,U51396PN2001PTC016383,Care Stationers & Agencies Private Limited,FC,Mumbai,Yes,2019-12-13,2023-02-10,6.1326533,5.3138397,0.8188136,4.3319417,4.3500358,0.0334642,0
649,U01405MP2006PTC018996,Krishna Oils & Proteins Private Limited,FC,Indore,Yes,2020-03-13,2023-01-20,22.24,22.24,0.0,6.0074885,7.19,0,0
650,L21010MH1945PLC010337,Ballarpur Industries Limited,FC,Mumbai,No,2020-01-17,2023-03-31,3518.2022257000003,3174.7353839,343.4668418,649.009375,547.5895128,17.93,0
