Sl_No,CIN,Company_Name,Triggered_By,NCLT_Bench,Defunct,Date_Insolvency_Commencement,Date_Liquidation_Order,Total_Admitted_Claims,Admitted_Claims_FC,Admitted_Claims_OC,No_Resolution_Plans,Highest_Resolution_Value,Liquidation_Flag
815,U17110TG1986PLC006348,Atlanti Spinning and Weaving Mills Limited,FC,Hyderabad,Yes,2018-10-09,2020-01-09,603.3100000000001,602.99,0.32,1.0,-,1
816,L45400DL1993PLC051603,Apex Buildsys Limited,FC,New Delhi,No,2018-09-20,2020-01-09,462.09,444.59,17.5,3.0,-,1
817,U51503TG2011PLC073495,VHR Enterprises Limited,OC,Hyderabad,Yes,2019-05-17,2020-01-09,60.4,0.0,60.4,0.0,-,1
818,U29301TG2000PLC065360,Vijay Home Appliances Limited,OC,Hyderabad,Yes,2019-04-24,2020-01-09,38.17,24.46,13.71,0.0,-,1
819,U70200DL2011PTC225002,Earth Iconic Infrastructures Private Limited,FC,New Delhi,No,2018-04-20,2020-01-10,175.38,175.38,0,4.0,-,1
820,U45400WB2007PLC116885,Enfield Solar Energy Limited,FC,Kolkata,Yes,2019-06-27,2020-01-10,170.20000000000002,169.87,0.33,0.0,-,1
821,U01121HP1995PTC017301,Inka Foods Private Limited,FC,Chandigarh,Yes,2019-04-05,2020-01-10,25.25,25.05,0.2,0.0,-,1
822,U50100KL2011PTC029114,Archana Motors Private Limited,OC,Chennai,No,2019-07-01,2020-01-10,17.69,17.69,0,0.0,-,1
823,L26942OR1992PLC003168,Shubham Industries Limited,FC,Cuttack,Yes,2019-11-14,2020-01-10,2.9,2.33,0.57,0.0,-,1
824,U93020DL2011PTC216687,Orchid Salon Services Private Limited,OC,New Delhi,No,2019-07-12,2020-01-10,2.54,0.2,2.34,0.0,-,1
825,U67120GJ1999PTC036181,Collyer Container Terminal Private Limited,OC,Ahmedabad,Yes,2019-05-30,2020-01-13,4.71,4.71,0,0.0,-,1
826,U74899DL1998PLC095458,Advance Surfactants India Limited,FC,New Delhi,Yes,2019-05-28,2020-01-14,348.45,348.45,,0.0,-,1
827,U50200DL2011PTC213635,Rain Automotive India Private Limited,OC,New Delhi,Yes,2019-06-14,2020-01-15,1.72,1.44,0.28,0.0,-,1
828,L74899DL1990PLC041985,Tecpro Systems Limited,FC,New Delhi,No,2017-08-07,2020-01-16,8571.75,8035.41,536.34,3.0,803,1
829,U31908WB2015PTC204776,Kolkata Electronics Private Limited,OC,Kolkata,Yes,2019-07-05,2020-01-16,0.34,0.0,0.34,0.0,-,1
830,U15143WB1999PTC089211,Bansal Refineries Private Limited,FC,Kolkata,Yes,2019-07-09,2020-01-17,222.73,110.72,112.01,0.0,-,1
831,U45201KA2010PTC052907,Veracious Builders & Developers Private Limited,OC,Bengaluru,No,2019-07-30,2020-01-17,65.72,65.21,0.51,0.0,-,1
832,U51103HR2011PTC043895,Allwyn Furniture Private Limited,FC,Chandigarh,Yes,2019-01-07,2020-01-20,2.76,1.51,1.25,0.0,-,1
833,U36993MH2009PTC195096,Sabre Helmets Private Limited,OC,Mumbai,Yes,2019-02-22,2020-01-20,0.55,0.0,0.55,0.0,-,1
834,U74899DL1994PLC060237,Shree Shyam Pulp & Board Mills Limited,FC,New Delhi,Yes,2019-03-27,2020-01-21,1384.6699999999998,1359.05,25.62,0.0,-,1
835,U17219TG2002PTC039072,Parikh Fabrics Private Limited,CD,Hyderabad,No,2019-02-08,2020-01-21,238.89,238.89,0,1.0,9.46,1
836,U15142UP2005PTC030056,Shashi Oils and Fats Private Limited,FC,Allahabad,Yes,2018-03-20,2020-01-21,38.42,38.42,,2.0,3,1
837,U24120TG1995PTC021775,Acaricide India Private Limited,OC,Hyderabad,No,2019-07-09,2020-01-21,13.11,10.08,3.03,0.0,-,1
838,U74999DL2013PLC251812,Patnazi Power Limited,OC,New Delhi,Yes,2019-01-28,2020-01-21,0.51,0.0,0.51,0.0,-,1
839,U85100WB2008PTC129015,Purna Pharmaceuticals Private Limited,FC,Kolkata,Yes,2019-10-03,2020-01-22,23.5,23.5,0,0.0,-,1
840,L45202MH1976PLC019135,Petron Engineering Construction Limited,OC,Mumbai,No,2018-03-23,2020-01-23,327.62,249.31,78.31,1.0,99.58,1
841,U15421UP2001PTC025840,Shri Narsing Dev Sugar Private Limited,OC,Allahabad,No,2018-09-06,2020-01-23,36.33,32.91,3.42,1.0,10.65,1
842,U74997MH2014PTC252073,Great Unison Contractors India Private Limited,OC,Mumbai,No,2019-01-08,2020-01-23,24.54,5.46,19.08,1.0,-,1
843,L24203RJ1984PLC002926,Global Syntex (Bhilwara) Ltd,FC,Jaipur,Yes,2019-08-21,2020-01-24,29.020000000000003,14.56,14.46,0.0,-,1
844,U17111TZ1993PTC004283,Shree Vaishno Devi Mills Private Limited,FC,Chennai,Yes,2019-07-22,2020-01-27,147.67,147.67,0,0.0,-,1
845,U27100WB2009PTC134892,Yash Smelter Private Limited,OC,Kolkata,Yes,2019-07-25,2020-01-27,0.66,0.0,0.66,0.0,-,1
846,U45202PB2006PTC029902,Jai Bhole Nath Enterprises Pvt Ltd,OC,Chandigarh,Yes,2019-04-12,2020-01-27,0.0,0.0,0,0.0,-,1
847,U27109GJ2012PTC068691,Steel Konnect (India) Private Limited,FC,Ahmedabad,No,2017-04-19,2020-01-28,217.65,215.7,1.95,1.0,103,1
848,U24100DL2012PTC245429,Seitz India Private Limited,OC,New Delhi,Yes,2019-08-08,2020-01-28,1.42,0.0,1.42,0.0,-,1
849,U26955MH2006PTC166481,Aakash Tiles Private Limited,FC,Mumbai,No,2019-01-04,2020-01-29,190.89,168.45,22.44,0.0,-,1
850,U24295MH1988PTC049233,Speciality Polymers Private Limited,FC,Mumbai,No,2019-01-14,2020-01-29,188.67,122.72,65.95,1.0,9.15,1
851,U67190MH2010PTC204480,Evershine Advisory Services Private Limited,FC,Mumbai,No,2019-02-25,2020-01-30,161.75,161.75,0,0.0,-,1
852,U15203DL1998PLC097690,HBN Dairies and Allied Limited,FC,New Delhi,Yes,2018-08-14,2020-01-31,446.17,436.71,9.46,0.0,-,1
853,U72300WB1994PTC061991,GEE PEE Infotech Pvt Ltd,FC,Kolkata,Yes,2019-08-02,2020-01-31,384.97,195.26,189.71,0.0,-,1
854,U51909WB2009PTC134034,Maximum Agency Private Limited,FC,Kolkata,Yes,2019-08-02,2020-01-31,26.25,18.47,7.78,0.0,-,1
855,U27101WB2002PTC095499,BRG Iron & Steel Co. Private Limited,FC,Kolkata,No,2019-03-05,2020-02-03,3469.6800000000003,3077.19,392.49,2.0,550,1
856,U25201WB1999PTC160634,Ruchika Tradelink Private Limited,OC,Kolkata,No,2019-08-07,2020-02-03,255.36,255.35,0.01,0.0,-,1
857,U15312WB1985PTC039827,Adyama Rice Mill Pvt Ltd,FC,Kolkata,Yes,2019-08-06,2020-02-03,20.21,20.21,0,0.0,-,1
858,U30007MH1997PLC106787,Neoteric Infomatique Limited,OC,Mumbai,Yes,2019-11-11,2020-02-04,252.04,245.41,6.63,0.0,-,1
859,U18204UP2016PTC075516,Komorebi Exports Private Limited,OC,Allahabad,Yes,2019-01-10,2020-02-05,1.27,1.02,0.25,1.0,0.47,1
860,U74140HR2008PTC038089,Isolux Corsan India Engineering & Construction Private Limited,FC,Chandigarh,No,2018-10-11,2020-02-06,754.8399999999999,453.7,301.14,0.0,-,1
861,U51909DL2010PTC211852,Kansal Building Solutions Private Limited,FC,New Delhi,No,2019-03-25,2020-02-06,29.47,22.89,6.58,0.0,-,1
862,U45400MH2008PTC180113,Vastu Land Realtors Private Limited,OC,Mumbai,Yes,2019-02-27,2020-02-06,10.77,10.69,0.08,0.0,-,1
863,U27100WB2007PTC120297,Bhuvee Stenovate Private Limited,FC,Kolkata,No,2019-03-12,2020-02-07,1023.98,1022.32,1.66,0.0,-,1
864,U17121MH2008PTC182247,Abhay Nutrition Private Limited,FC,Mumbai,No,2019-04-02,2020-02-07,186.8,178.64,8.16,2.0,69.74,1
865,U15400PB2013PTC037538,Tripurari Agro Private Limited,OC,Chandigarh,Yes,2019-06-07,2020-02-07,29.49,27.45,2.04,0.0,-,1
866,U45209MH2010PTC207107,Aashita Builders Private Limited,FC,Mumbai,Yes,2019-02-27,2020-02-10,70.92,70.92,0,0.0,-,1
867,U24230GJ2005PTC046275,Terrene Pharma Private Limited,OC,Ahmedabad,Yes,2019-08-14,2020-02-10,16.880000000000003,14.64,2.24,0.0,-,1
868,U27104UP2006PTC031518,Bee Kay Precision (India) Private Limited,OC,Allahabad,Yes,2018-08-21,2020-02-10,10.02,8.25,1.77,0.0,-,1
869,U17118GJ1985PLC007750,Special Prints Ltd,OC,Ahmedabad,Yes,2019-07-15,2020-02-10,3.11,0.05,3.06,0.0,-,1
870,U14102DL2005PTC140753,Star Mineral Resources Private Limited,OC,New Delhi,Yes,2018-12-17,2020-02-10,2.02,0.98,1.04,0.0,-,1
871,U70101TN2000PTC043879,Anandram Developers Private Limited,FC,Chennai,No,2018-06-06,2020-02-11,692.4200000000001,692.21,0.21,2.0,140.21,1
872,U51909WB2005PTC102526,Surina Impex Private Limited,FC,Kolkata,Yes,2019-08-07,2020-02-11,247.19,247.19,0,0.0,-,1
873,U51909WB1987PTC042374,Skyrise Overseas Private Limited,FC,Kolkata,Yes,2019-08-09,2020-02-11,106.35,88.45,17.9,0.0,-,1
874,U15142MH2015PTC270812,Gajanan Oil Private Limited,OC,Mumbai,Yes,2019-05-06,2020-02-12,279.4,266.12,13.28,0.0,-,1
875,U28112MH2010PTC208361,Turbo Metals Private Limited,CD,Mumbai,Yes,2019-01-15,2020-02-12,71.97,68.34,3.63,0.0,-,1
876,U74120DL2008PLC175180,Apple Industries Limited,FC,New Delhi,No,2019-03-12,2020-02-13,556.0,556.0,0,2.0,67.4,1
877,U17111TZ1964PLC030702,Sholingur Textiles Limited,FC,Chennai,Yes,2019-02-04,2020-02-13,69.92999999999999,62.23,7.7,0.0,-,1
878,U28939DL2005PTC136736,Royal Pressing and Components Private Limited,OC,New Delhi,No,2019-03-15,2020-02-13,22.22,17.7,4.52,0.0,-,1
879,U27109HR1988PTC030358,Bhagwandas Ispat Private Limited,FC,Chandigarh,Yes,2019-10-23,2020-02-14,17.59,17.59,0,0.0,-,1
880,U15499DL2005PTC139631,OM Pizzas and Eats India Private Limited,OC,New Delhi,Yes,2018-03-16,2020-02-14,9.86,0.58,9.28,1.0,2.65,1
881,U18102MH1997PTC107412,Penguin Umbrella Works Private Limited,FC,Mumbai,Yes,2019-06-12,2020-02-14,9.38,9.38,,0.0,-,1
882,U74899DL2000PTC106444,Interparts Marketing Private Limited,FC,New Delhi,Yes,2019-05-16,2020-02-14,1.16,0.95,0.21,1.0,0.6,1
883,U74899DL1993PTC056536,Amira Pure Foods Private Limited,OC,New Delhi,Yes,2018-12-11,2020-02-17,1827.3,1701.48,125.82,0.0,-,1
884,U17121TN2011PTC083498,Monorex Private Limited,FC,Chennai,Yes,2019-02-27,2020-02-18,1.39,1.39,0,0.0,-,1
885,U64203MH2004PTC223982,ADA Cellworks Wireless Engineering Private Limited,OC,Mumbai,No,2019-07-11,2020-02-18,0.15,0.0,0.15,0.0,-,1
886,U72200KL2010PTC026507,Achariya Techno Solutions (India) Private Limited,OC,Kochi,Yes,2019-09-13,2020-02-19,1.86,0.0,1.86,0.0,-,1
887,U51909DL2016PTC291561,Eshal Foods Private Limited,OC,New Delhi,Yes,2019-09-19,2020-02-19,0.79,0.45,0.34,0.0,-,1
888,U40101TG1997PLC037013,Konaseema Gas Power Limited,FC,Hyderabad,No,2018-12-18,2020-02-20,3967.2,3937.98,29.22,1.0,229,1
889,U27100JH2008PTC013291,Maa Tara Ispat Industries Private Limited,OC,Kolkata,Yes,2019-04-09,2020-02-21,162.64999999999998,22.95,139.7,0.0,-,1
890,U51109WB1996PTC080341,Space Matrix Private Limited,FC,Kolkata,Yes,2019-08-28,2020-02-24,767.82,767.82,0,0.0,-,1
891,U51420WB2000PTC092152,Bholanath Ingots Private Limited,OC,Kolkata,Yes,2019-08-07,2020-02-24,249.46,0.0,249.46,0.0,-,1
892,U45400DL2007PLC169519,Alliance Lumiere Limited,CD,New Delhi,Yes,2019-09-05,2020-02-24,15.53,10.83,4.7,0.0,-,1
893,U17303DL1993PLC051784,J.L. Knit (India) Limited,FC,New Delhi,Yes,2019-08-08,2020-02-25,322.32,322.32,0,0.0,-,1
894,U25209WB2000PTC160635,Aparna Polyflex Private Limited,OC,Kolkata,No,2019-10-01,2020-02-25,195.56,195.55,0.01,0.0,-,1
895,U01409WB1998PTC088048,Amrit Hatcheries Private Limited,OC,Kolkata,Yes,2019-08-20,2020-02-25,136.32,77.37,58.95,0.0,-,1
896,U01911KA1992PTC013830,Sura Leathers Private Limited,OC,Bengaluru,Yes,2019-05-31,2020-02-25,41.62,27.11,14.51,2.0,-,1
897,U51909MH2006PTC164429,Firestar Diamond International Private Limited,FC,Mumbai,No,2019-09-25,2020-02-26,9261.35,9258.81,2.54,0.0,-,1
898,U01220PB2005PTC028225,Little Bee International Private Limited,FC,Chandigarh,Yes,2019-05-31,2020-02-26,26.55,26.55,0,0.0,-,1
899,U15141MP2006PTC018304,Dhanlaxmi Solvex Private Limited,FC,Ahmedabad,Yes,2019-04-02,2020-02-27,599.4499999999999,594.28,5.17,0.0,-,1
900,U99999MH1998PTC113282,Loyal Auto Globe Private Limited,FC,Mumbai,Yes,2019-03-12,2020-02-27,12.38,12.38,0,0.0,-,1
901,U85100KA2008PTC060530,Cryo-Save (India) Private Limited,CD,Bengaluru,Yes,2019-08-09,2020-02-27,2.48,1.04,1.44,0.0,-,1
902,U85110KA2000PTC027149,Vikram Hospital Private Limited,OC,Bengaluru,Yes,2018-06-19,2020-02-28,97.07,64.8,32.27,1.0,30,1
903,U51909DL1997PLC148248,Noslar International Limited,OC,New Delhi,No,2018-11-02,2020-02-28,35.07,31.42,3.65,1.0,10.88,1
904,L63040GJ2007PLC051318,Ace Tours Worldwide Limited,CD,Ahmedabad,Yes,2019-05-10,2020-02-28,15.35,5.18,10.17,0.0,-,1
905,U72900TN2001PTC047205,Noni Bio-Tech Private Limited,OC,Chennai,Yes,2019-09-24,2020-02-28,10.989999999999998,9.62,1.37,0.0,-,1
906,L29120MH1994PLC081182,Tulsi Extrusions Limited,FC,Mumbai,Yes,2018-12-28,2020-03-02,439.47,418.52,20.95,0.0,-,1
907,U15400UP2014PTC062949,Kothari Foods and Fragrances Private Limited,FC,Allahabad,Yes,2018-10-18,2020-03-02,261.75,261.75,0,0.0,-,1
908,U64200MH2009PLC192365,Global Rural Netco Limited,OC,Mumbai,No,2019-02-18,2020-03-02,156.98,150.28,6.7,0.0,-,1
909,U24246DL1997PLC088633,S R Foils and Tissue Limited,FC,New Delhi,Yes,2017-08-07,2020-03-04,938.46,704.46,234,1.0,40,1
910,U15140MH1997PLC111777,Adya Oils & Chemicals Limited,FC,Mumbai,Yes,2019-09-16,2020-03-04,145.53,145.53,0,0.0,-,1
911,U74120MH2009PTC195064,Spruce Trading Private Limited,OC,Mumbai,Yes,2018-09-12,2020-03-04,143.32,0.0,143.32,0.0,-,1
912,U74999DL2018PTC328002,S.B.O. Export Private Limited,OC,New Delhi,Yes,2018-07-30,2020-03-04,18.41,0.0,18.41,0.0,-,1
913,U74140GJ2010PTC060773,Ganga Advisory Private Limited,FC,Ahmedabad,No,2019-01-24,2020-03-04,15.03,15.03,0,0.0,-,1
914,AAF8814,Time & Space Lifestyle LLP,OC,Bengaluru,No,2019-09-09,2020-03-04,10.64,2.25,8.39,0.0,-,1
915,U51109WB1995PTC068654,Rabirun Vinimay Pvt.Ltd.,FC,Kolkata,No,2019-03-07,2020-03-05,2410.67,2408.3,2.37,0.0,-,1
916,U51909MH2000PTC128712,Loyal Motors Private Limited,FC,Mumbai,Yes,2019-01-28,2020-03-05,12.38,12.38,0,0.0,-,1
917,U01132WB1929PLC006458,Diabari Tea Co Ltd,OC,Kolkata,Yes,2019-06-17,2020-03-11,70.36,69.97,0.39,0.0,-,1
918,U51909DL2014PTC264761,U V Exports Private Limited,OC,New Delhi,Yes,2019-09-19,2020-03-11,16.57,7.13,9.44,0.0,-,1
919,U01403MH2010PTC200121,Tasgaonkar Blossom Private Limited,FC,Mumbai,Yes,2019-08-19,2020-03-12,70.59,69.0,1.59,0.0,-,1
920,U51503TN2006PTC058554,Honeycomb Technologies Private Limited,OC,Chennai,Yes,2019-05-24,2020-03-12,53.96,53.96,0,0.0,-,1
921,U15122MH2012PTC234194,Fizzy Foodlabs Private Limited,OC,Mumbai,No,2019-09-18,2020-03-12,2.11,1.5,0.61,0.0,-,1
922,U27203KA2005PTC035536,Chaitra Glaze Private Limited,OC,Bengaluru,No,2019-11-27,2020-03-12,0.65,0.0,0.65,0.0,-,1
923,L07010KA2003PLC032934,Samruddhi Realty Limited,OC,Bengaluru,No,2019-04-16,2020-03-13,331.32,309.3,22.02,1.0,54.18,1
924,U24119TN2009PLC072263,Bharath Coal Chemicals Limited,OC,Chennai,Yes,2019-10-11,2020-03-13,281.32,281.26,0.06,0.0,-,1
925,U15400TN2010PTC076230,Vasmo Agrom Nutri Product Private Limited,FC,Chennai,Yes,2019-03-15,2020-03-13,64.16,52.54,11.62,0.0,-,1
926,U18109HR2011PTC041892,B R Knitwears Private Limited,OC,Chandigarh,Yes,2019-11-21,2020-03-13,9.89,9.89,0,0.0,-,1
927,U18104TN2011PTC079524,Samaara Leathers Private Limited,OC,Chennai,Yes,2019-04-12,2020-03-13,6.84,1.28,5.56,0.0,-,1
928,U52500TN2013PTC093125,Jayabharatham Lifespaces International Private Limited,OC,Chennai,Yes,2019-04-09,2020-03-13,2.53,2.34,0.19,0.0,-,1
929,U15549TN2013PTC089645,Food Express Industrial Catering Services Private Limited,OC,Chennai,Yes,2019-09-03,2020-03-13,1.12,0.14,0.98,0.0,-,1
930,U34102PN1999PTC013505,DSK Motors Private Limited,OC,Mumbai,Yes,2019-04-09,2020-03-17,390.38,363.66,26.72,0.0,-,1
931,U17120MH1990PTC057006,Dex-Vin Polymers Private Limited,OC,Mumbai,No,2019-01-08,2020-03-17,240.065285255,186.641372355,53.4239129,1.0,8,1
932,U51101WB2008PTC124592,Rang Super Shopping Private Limited,FC,Kolkata,No,2019-08-27,2020-03-18,39.0,39.0,0,0.0,-,1
933,L51109WB1995PLC071126,Bhaskar Shrachi Alloys Ltd,OC,Kolkata,Yes,2019-09-27,2020-04-29,183.05,123.05,60,0.0,-,1
934,U33309TN2011PTC079981,M.N. Horological Industries Private Limited,FC,Chennai,Yes,2019-07-23,2020-05-05,1.09,1.09,0,0.0,-,1
935,U17111TZ1994PTC005535,Everwin Textile Mills Private Limited,FC,Chennai,No,2018-10-29,2020-05-08,118.7536105,118.7536105,0,1.0,24.65,1
936,U18101PB2002PLC025043,Priknit Retails Limited,FC,Chandigarh,Yes,2019-09-11,2020-05-18,384.14,356.06,28.08,0.0,-,1
937,U24100AP2010PLC070652,Veda Biofuel Limited,OC,Hyderabad,Yes,2019-02-12,2020-05-26,115.32,91.35,23.97,2.0,54.55,1
938,U15139PN2010PTC135918,Mrunmaha Agro Foods Private Limited,OC,Mumbai,Yes,2018-11-20,2020-05-26,8.06,7.57,0.49,1.0,4.51,1
939,U17299KA2009PTC049347,Mychoice Knit and Apparels Private Limited,OC,Bengaluru,Yes,2019-10-18,2020-05-26,4.3100000000000005,2.69,1.62,0.0,-,1
940,U60200MP1991PLC006626,Bhatia Global Trading Limited,FC,Ahmedabad,No,2017-05-23,2020-05-29,1273.9299999999998,1266.81,7.12,2.0,215,1
941,U15421TN1936PLC011632,The Jeypore Sugar Company Limited,FC,Chennai,Yes,2019-02-25,2020-05-29,811.32,773.33,37.99,1.0,400,1
942,U17111TZ1996PLC007516,Tirupur Sri Senthil Cotton Mills Limited,FC,Chennai,Yes,2019-09-25,2020-05-29,0.16,0.16,0,0.0,-,1
943,U74120DL2010PLC210772,Lotus Auto Engineering Limited,FC,New Delhi,No,2018-08-07,2020-06-01,458.03,422.22,35.81,1.0,113,1
944,U72100DL1997PTC085277,Vintron Communication Private Limited,FC,New Delhi,No,2019-10-15,2020-06-08,0.2935,0.29,0.0035,0.0,-,1
945,U29120MH2005PTC157395,Topworth Pipes & Tubes Private Limited,FC,Mumbai,Yes,2018-12-11,2020-06-12,2859.1,1993.98,865.12,2.0,144,1
946,L01549KA1984PLC006339,Vintage Foods and Industries Limited,CD,Bengaluru,Yes,2019-07-23,2020-06-15,498.6,498.6,0,0.0,-,1
947,U29263KA1996PTC020217,GCL Private Limited,OC,Bengaluru,Yes,2019-05-01,2020-06-15,49.370000000000005,33.88,15.49,0.0,-,1
948,U24134GJ2011PTC064442,Tirupati Balaji Polymers Private Limited,FC,Ahmedabad,Yes,2019-07-12,2020-06-16,18.25,18.05,0.2,0.0,-,1
949,U74899DL1991PLC044043,Rathi Super Steel Limited,FC,New Delhi,Yes,2019-06-12,2020-06-19,1023.13,921.74,101.39,1.0,110.71,1
950,U30007GJ2003PLC041867,Accord Industries Limited,FC,Ahmedabad,Yes,2019-07-26,2020-06-19,63.09,63.09,0,0.0,-,1
951,L74899DL1993PLC054313,NU TEK India Limited,FC,New Delhi,Yes,2019-08-23,2020-06-22,8.27,0.82,7.45,0.0,-,1
952,L27105MP1986PLC003351,Siddharth Tubes Limited,FC,Ahmedabad,Yes,2019-01-24,2020-06-24,2146.85,2131.68,15.17,0.0,-,1
953,U62100KA2007PTC044061,Air Pegasus Private Limited,OC,Bengaluru,Yes,2019-08-23,2020-06-24,48.67,42.53,6.14,0.0,-,1
954,U74950GJ2001PTC039785,Usha Multipack Private Limited,FC,Ahmedabad,Yes,2019-02-06,2020-06-24,3.8,3.72,0.08,0.0,-,1
955,U40102TN2009PTC073252,Jeppiaar Power Corporation Private Limited,FC,Chennai,Yes,2019-03-04,2020-06-25,151.77,151.77,0,0.0,-,1
956,U27205DL2011PTC218461,Him Steel Private Limited,FC,New Delhi,Yes,2019-07-15,2020-06-25,97.29,87.35,9.94,1.0,10,1
957,U34103DL1997PTC084491,R.S. Ajit Singh and Co. (Automotives) Private Limited,FC,New Delhi,Yes,2019-07-31,2020-06-26,27.89,27.89,0,0.0,-,1
958,U85100GJ2008PLC052614,Orient Spa Limited,CD,Ahmedabad,Yes,2019-04-12,2020-06-29,1.79,1.79,0,0.0,-,1
959,L17122UP1988PLC009985,Shri Lakshmi Cotsyn Limited,FC,Allahabad,Yes,2018-05-30,2020-07-01,5830.09,5762.89,67.2,0.0,-,1
960,U52390DL2015PTC282194,Four Coins Global India Private Limited,OC,New Delhi,Yes,2019-09-30,2020-07-01,4.23,4.23,0,0.0,-,1
961,L27200DN1991PLC000449,VHCL Industries Limited,CD,Ahmedabad,Yes,2019-02-19,2020-07-02,307.75,299.14,8.61,0.0,-,1
962,U26941GJ2002PLC041142,City Tiles Limited,FC,Ahmedabad,Yes,2019-04-22,2020-07-02,133.18,68.46,64.72,0.0,-,1
963,U55209GJ2008PTC054771,Brew Berrys Hospitality Private Limited,OC,Ahmedabad,No,2019-05-29,2020-07-02,2.446,2.43,0.016,0.0,-,1
964,U27203GJ2001PTC039308,Ashapuri Metals Private Limited,OC,Ahmedabad,Yes,2019-07-05,2020-07-02,0.0692043,0.0,0.0692043,0.0,-,1
965,U27310TZ2008PTC014514,Marutham Steel Rolling Mills Private Limited,CD,Chennai,Yes,2019-03-11,2020-07-03,83.60000000000001,79.56,4.04,0.0,-,1
966,U02710TZ1996PTC007300,Marutham Steel Industries Private Limited,CD,Chennai,Yes,2019-03-11,2020-07-03,18.62,17.73,0.89,0.0,-,1
967,U25202DL2004PTC130642,A M Vinyl Private Limited,OC,New Delhi,Yes,2019-09-04,2020-07-06,63.7,45.18,18.52,0.0,-,1
968,L17110MH1984PLC091906,Gupta Synthetics Limited,FC,Mumbai,Yes,2019-09-17,2020-07-14,700.0,673.32,26.68,0.0,-,1
969,U14000GJ2000PLC037275,Kaneria Granito Limited,FC,Ahmedabad,Yes,2019-04-26,2020-07-15,391.07,345.02,46.05,0.0,-,1
970,U40109WB2002PLC162558,Jas Infrastructure and Power Limited,FC,Kolkata,Yes,2019-10-16,2020-07-17,5285.56,5284.82,0.74,0.0,-,1
971,U45200GJ2000PLC037316,Shree Narmada Architectural Systems Limited,OC,Ahmedabad,Yes,2019-12-10,2020-07-17,151.822,151.82,0.002,0.0,-,1
972,U70102DL2012PTC245588,Adharshila Country Homes Private Limited,OC,New Delhi,Yes,2019-03-19,2020-07-20,4.2,4.17,0.03,1.0,0.15,1
973,U45201GJ2007PTC052273,Peace Infrastructure Private Limited,FC,Ahmedabad,Yes,2018-02-13,2020-07-21,4.36,4.36,0,0.0,-,1
974,U40108DL2002PTC115834,General Power Company Private Limited,FC,New Delhi,Yes,2019-07-02,2020-07-22,29.3,29.26,0.04,0.0,-,1
975,U45200DL2008PTC173874,Beta Infratech Private Limited,FC,New Delhi,No,2019-06-14,2020-07-24,1821.91,1667.38,154.53,0.0,-,1
976,U45309TN1956PLC001112,Krishna Industrial Corporation Limited,FC,Chennai,Yes,2019-12-16,2020-07-27,28.02,28.02,0,0.0,-,1
977,L27100GJ1992PLC017705,Swayam Metals Limited,FC,Ahmedabad,Yes,2019-08-27,2020-07-28,0.14,0.14,0,0.0,-,1
978,U74899DL1995PTC074029,G.R.S Ispat Company Private Limited,OC,New Delhi,Yes,2019-11-28,2020-07-29,46.23,41.22,5.01,0.0,-,1
979,U51311DL1998PTC094654,Theme Export Private Limited,OC,New Delhi,Yes,2019-08-29,2020-07-29,31.27,26.9,4.37,0.0,-,1
980,U55101DL1996PLC079756,Hotline CPT Limited,FC,New Delhi,Yes,2019-08-27,2020-07-31,2765.55,2726.15,39.4,1.0,9.75,1
981,U17120GJ2012PTC068499,H Sakhiya Fashions Private Limited,OC,Ahmedabad,Yes,2019-10-17,2020-07-31,12.36,12.36,0,0.0,-,1
982,U27100MH2010PTC206434,Ankur Iron (India) Private Limited,OC,Mumbai,Yes,2020-01-10,2020-08-03,20.55,18.97,1.58,0.0,-,1
983,U17200GJ2013PTC073689,Shree Santosh Cotton Spin Private Limited,OC,Ahmedabad,Yes,2019-10-10,2020-08-03,16.880000000000003,16.78,0.1,0.0,-,1
984,U74900KA2015PTC079675,Alfapeople IT Services Private Limited,FC,Bengaluru,Yes,2020-02-05,2020-08-03,0.35,0.18,0.17,0.0,-,1
985,U33110TN2010PTC076740,Bhareth Formulations Private Limited,FC,Chennai,Yes,2019-03-20,2020-08-05,26.45,26.45,0,0.0,-,1
986,U51100GJ1995PLC025891,Aditya Exim Ltd,OC,Ahmedabad,,2019-09-26,2020-08-05,5.28,0.0,5.28,0.0,-,1
987,U35110GJ2004PTC107230,Bansal International Private Limited,OC,Ahmedabad,Yes,2019-10-10,2020-08-06,0.05,0.0,0.05,0.0,-,1
988,U92190GJ2014PTC078907,Orbis Infinium Private Limited,OC,Ahmedabad,Yes,2019-11-27,2020-08-06,0.04,0.0,0.04,0.0,-,1
989,U45400DL2013PTC260104,Aadhaar Shri Infratech Private Limited,OC,New Delhi,Yes,2019-07-11,2020-08-07,11.36,8.82,2.54,0.0,-,1
990,U23101DL2015PLC281390,MCCL Petrochem Limited,FC,New Delhi,Yes,2019-10-23,2020-08-07,2.52,2.52,0,0.0,-,1
991,U29199GJ1988PTC010687,Dhorajia Engineering Company Pvt Ltd,OC,Ahmedabad,Yes,2019-11-21,2020-08-10,2.6,2.04,0.56,0.0,-,1
992,U40300MH2012PLC235406,Pan India Utilities Distribution Company Limited,FC,Mumbai,Yes,2019-09-20,2020-08-11,377.83,377.53,0.3,0.0,-,1
993,U72200PN2013PTC146015,Starconn Mobility Private Limited,OC,Mumbai,No,2019-09-17,2020-08-11,22.11,0.58,21.53,0.0,-,1
